"Venta de vehículos híbridos y eléctricos por entidad federativa"

"Año","Mes","Entidad Federativa","Unidades Vehiculares Eléctricas","Unidades Vehiculares Hibridas Plugin","Unidades Vehiculares Hibridas"
"2021","Julio","San Luis Potosí",0,5,87
"2021","Julio","Sinaloa",0,5,133
"2021","Julio","Sonora",0,1,60
"2021","Julio","Tabasco",0,0,16
"2021","Julio","Tamaulipas",0,0,74
"2021","Julio","Tlaxcala",1,0,16
"2021","Julio","Veracruz de Ignacio de la Llave",0,4,132
"2021","Julio","Yucatán",0,3,46
"2021","Julio","Zacatecas",0,1,19
"2021","Julio","No especificado",0,0,1
"2021","Agosto","Aguascalientes",0,1,54
"2021","Agosto","Baja California",1,5,86
"2021","Agosto","Baja California Sur",0,0,35
"2021","Agosto","Campeche",0,0,11
"2021","Agosto","Coahuila de Zaragoza",2,6,85
"2021","Agosto","Colima",0,0,30
"2021","Agosto","Chiapas",0,0,23
"2021","Agosto","Chihuahua",0,1,89
"2021","Agosto","Ciudad de México",23,128,822
"2021","Agosto","Durango",0,0,25
"2021","Agosto","Guanajuato",1,4,142
"2021","Agosto","Guerrero",0,0,21
"2021","Agosto","Hidalgo",0,0,51
"2021","Agosto","Jalisco",5,23,321
"2021","Agosto","México",32,21,501
"2021","Agosto","Michoacán de Ocampo",0,5,100
"2021","Agosto","Morelos",0,5,73
"2021","Agosto","Nayarit",0,0,3
"2021","Agosto","Nuevo León",5,21,333
"2021","Agosto","Oaxaca",0,1,23
"2021","Agosto","Puebla",1,8,166
"2021","Agosto","Querétaro de Árteaga",0,9,67
"2021","Agosto","Quintana Roo",0,0,46
"2021","Agosto","San Luis Potosí",2,2,59
"2021","Agosto","Sinaloa",2,2,158
"2021","Agosto","Sonora",0,4,67
"2021","Agosto","Tabasco",0,0,22
"2021","Agosto","Tamaulipas",0,1,47
"2021","Agosto","Tlaxcala",0,0,22
"2021","Agosto","Veracruz de Ignacio de la Llave",0,2,118
"2021","Agosto","Yucatán",0,4,41
"2021","Agosto","Zacatecas",0,1,10
"2021","Agosto","No especificado",0,0,5
"2021","Septiembre","Aguascalientes",0,3,56
"2021","Septiembre","Baja California",0,11,93
"2021","Septiembre","Baja California Sur",1,0,35
"2021","Septiembre","Campeche",0,0,6
"2021","Septiembre","Coahuila de Zaragoza",1,15,84
"2021","Septiembre","Colima",0,1,27
"2021","Septiembre","Chiapas",0,0,25
"2021","Septiembre","Chihuahua",1,3,69
"2021","Septiembre","Ciudad de México",11,110,732
"2021","Septiembre","Durango",0,0,19
"2021","Septiembre","Guanajuato",0,5,139
"2021","Septiembre","Guerrero",0,0,23
"2021","Septiembre","Hidalgo",0,1,50
"2021","Septiembre","Jalisco",5,34,339
"2021","Septiembre","México",9,33,533
"2021","Septiembre","Michoacán de Ocampo",1,8,130
"2021","Septiembre","Morelos",0,8,84
"2021","Septiembre","Nayarit",0,0,3
"2021","Septiembre","Nuevo León",6,28,490
"2021","Septiembre","Oaxaca",0,3,23
"2021","Septiembre","Puebla",1,3,153
"2021","Septiembre","Querétaro de Árteaga",5,8,52
"2021","Septiembre","Quintana Roo",0,2,41
"2021","Septiembre","San Luis Potosí",0,2,59
"2021","Septiembre","Sinaloa",0,9,131
"2021","Septiembre","Sonora",0,1,64
"2021","Septiembre","Tabasco",0,0,15
"2021","Septiembre","Tamaulipas",0,0,49
"2021","Septiembre","Tlaxcala",0,0,16
"2021","Septiembre","Veracruz de Ignacio de la Llave",0,10,110
"2021","Septiembre","Yucatán",0,4,40
"2021","Septiembre","Zacatecas",0,0,17
"2021","Septiembre","No especificado",0,0,0
"2021","Octubre","Aguascalientes",0,8,36
"2021","Octubre","Baja California",0,18,57
"2021","Octubre","Baja California Sur",0,5,38
"2021","Octubre","Campeche",0,0,18
"2021","Octubre","Coahuila de Zaragoza",1,12,88
"2021","Octubre","Colima",0,0,17
"2021","Octubre","Chiapas",0,1,25
"2021","Octubre","Chihuahua",1,16,51
"2021","Octubre","Ciudad de México",106,152,495
"2021","Octubre","Durango",0,0,16
"2021","Octubre","Guanajuato",3,23,101
"2021","Octubre","Guerrero",0,0,7
"2021","Octubre","Hidalgo",35,5,37
"2021","Octubre","Jalisco",16,65,246
"2021","Octubre","México",87,95,367
"2021","Octubre","Michoacán de Ocampo",1,21,81
"2021","Octubre","Morelos",0,8,32
"2021","Octubre","Nayarit",0,0,6
"2021","Octubre","Nuevo León",7,52,317
"2021","Octubre","Oaxaca",1,1,27
"2021","Octubre","Puebla",2,13,102
"2021","Octubre","Querétaro de Árteaga",1,16,47
"2021","Octubre","Quintana Roo",0,2,35
"2021","Octubre","San Luis Potosí",0,10,37
"2021","Octubre","Sinaloa",1,19,116
"2021","Octubre","Sonora",0,1,57
"2021","Octubre","Tabasco",0,0,19
"2021","Octubre","Tamaulipas",1,1,39
"2021","Octubre","Tlaxcala",0,0,3
"2021","Octubre","Veracruz de Ignacio de la Llave",0,10,75
"2021","Octubre","Yucatán",2,12,64
"2021","Octubre","Zacatecas",0,1,10
"2021","Octubre","No especificado",0,0,0
"2021","Noviembre","Aguascalientes",-,-,-
"2021","Noviembre","Baja California",-,-,-
"2021","Noviembre","Baja California Sur",-,-,-
"2021","Noviembre","Campeche",-,-,-
"2021","Noviembre","Coahuila de Zaragoza",-,-,-
"2021","Noviembre","Colima",-,-,-
"2021","Noviembre","Chiapas",-,-,-
"2021","Noviembre","Chihuahua",-,-,-
"2021","Noviembre","Ciudad de México",-,-,-
"2021","Noviembre","Durango",-,-,-
"2021","Noviembre","Guanajuato",-,-,-
"2021","Noviembre","Guerrero",-,-,-
"2021","Noviembre","Hidalgo",-,-,-
"2021","Noviembre","Jalisco",-,-,-
"2021","Noviembre","México",-,-,-
"2021","Noviembre","Michoacán de Ocampo",-,-,-
"2021","Noviembre","Morelos",-,-,-
"2021","Noviembre","Nayarit",-,-,-
"2021","Noviembre","Nuevo León",-,-,-
"2021","Noviembre","Oaxaca",-,-,-
"2021","Noviembre","Puebla",-,-,-
"2021","Noviembre","Querétaro de Árteaga",-,-,-
"2021","Noviembre","Quintana Roo",-,-,-
"2021","Noviembre","San Luis Potosí",-,-,-
"2021","Noviembre","Sinaloa",-,-,-
"2021","Noviembre","Sonora",-,-,-
"2021","Noviembre","Tabasco",-,-,-
"2021","Noviembre","Tamaulipas",-,-,-
"2021","Noviembre","Tlaxcala",-,-,-
"2021","Noviembre","Veracruz de Ignacio de la Llave",-,-,-
"2021","Noviembre","Yucatán",-,-,-
"2021","Noviembre","Zacatecas",-,-,-
"2021","Noviembre","No especificado",-,-,-
"2021","Diciembre","Aguascalientes",-,-,-
"2021","Diciembre","Baja California",-,-,-
"2021","Diciembre","Baja California Sur",-,-,-
"2021","Diciembre","Campeche",-,-,-
"2021","Diciembre","Coahuila de Zaragoza",-,-,-
"2021","Diciembre","Colima",-,-,-
"2021","Diciembre","Chiapas",-,-,-
"2021","Diciembre","Chihuahua",-,-,-
"2021","Diciembre","Ciudad de México",-,-,-
"2021","Diciembre","Durango",-,-,-
"2021","Diciembre","Guanajuato",-,-,-
"2021","Diciembre","Guerrero",-,-,-
"2021","Diciembre","Hidalgo",-,-,-
"2021","Diciembre","Jalisco",-,-,-
"2021","Diciembre","México",-,-,-
"2021","Diciembre","Michoacán de Ocampo",-,-,-
"2021","Diciembre","Morelos",-,-,-
"2021","Diciembre","Nayarit",-,-,-
"2021","Diciembre","Nuevo León",-,-,-
"2021","Diciembre","Oaxaca",-,-,-
"2021","Diciembre","Puebla",-,-,-
"2021","Diciembre","Querétaro de Árteaga",-,-,-
"2021","Diciembre","Quintana Roo",-,-,-
"2021","Diciembre","San Luis Potosí",-,-,-
"2021","Diciembre","Sinaloa",-,-,-
"2021","Diciembre","Sonora",-,-,-
"2021","Diciembre","Tabasco",-,-,-
"2021","Diciembre","Tamaulipas",-,-,-
"2021","Diciembre","Tlaxcala",-,-,-
"2021","Diciembre","Veracruz de Ignacio de la Llave",-,-,-
"2021","Diciembre","Yucatán",-,-,-
"2021","Diciembre","Zacatecas",-,-,-
"2021","Diciembre","No especificado",-,-,-
