"Venta de vehículos híbridos y eléctricos por entidad federativa"

"Año","Mes","Entidad Federativa","Unidades Vehiculares Eléctricas","Unidades Vehiculares Hibridas Plugin","Unidades Vehiculares Hibridas"
"2017","Agosto","Ciudad de México",10,38,263
"2017","Agosto","Durango",0,0,2
"2017","Agosto","Guanajuato",1,1,17
"2017","Agosto","Guerrero",0,0,1
"2017","Agosto","Hidalgo",1,0,6
"2017","Agosto","Jalisco",3,5,37
"2017","Agosto","México",1,4,87
"2017","Agosto","Michoacán de Ocampo",1,0,21
"2017","Agosto","Morelos",1,2,23
"2017","Agosto","Nayarit",0,0,1
"2017","Agosto","Nuevo León",2,9,88
"2017","Agosto","Oaxaca",0,0,7
"2017","Agosto","Puebla",1,3,8
"2017","Agosto","Querétaro de Árteaga",1,4,15
"2017","Agosto","Quintana Roo",0,2,4
"2017","Agosto","San Luis Potosí",0,1,3
"2017","Agosto","Sinaloa",0,0,7
"2017","Agosto","Sonora",0,0,5
"2017","Agosto","Tabasco",0,0,0
"2017","Agosto","Tamaulipas",0,0,5
"2017","Agosto","Tlaxcala",0,0,3
"2017","Agosto","Veracruz de Ignacio de la Llave",0,0,11
"2017","Agosto","Yucatán",0,0,11
"2017","Agosto","Zacatecas",0,0,5
"2017","Agosto","No especificado",-,-,-
"2017","Septiembre","Aguascalientes",0,0,0
"2017","Septiembre","Baja California",0,0,12
"2017","Septiembre","Baja California Sur",0,0,2
"2017","Septiembre","Campeche",0,0,1
"2017","Septiembre","Coahuila de Zaragoza",0,1,35
"2017","Septiembre","Colima",0,0,4
"2017","Septiembre","Chiapas",0,0,0
"2017","Septiembre","Chihuahua",0,0,7
"2017","Septiembre","Ciudad de México",14,39,319
"2017","Septiembre","Durango",0,0,1
"2017","Septiembre","Guanajuato",0,2,12
"2017","Septiembre","Guerrero",0,0,1
"2017","Septiembre","Hidalgo",0,0,6
"2017","Septiembre","Jalisco",2,7,49
"2017","Septiembre","México",0,9,91
"2017","Septiembre","Michoacán de Ocampo",0,0,26
"2017","Septiembre","Morelos",0,0,9
"2017","Septiembre","Nayarit",0,0,0
"2017","Septiembre","Nuevo León",2,4,66
"2017","Septiembre","Oaxaca",0,0,10
"2017","Septiembre","Puebla",0,1,11
"2017","Septiembre","Querétaro de Árteaga",0,2,13
"2017","Septiembre","Quintana Roo",0,1,6
"2017","Septiembre","San Luis Potosí",0,1,3
"2017","Septiembre","Sinaloa",2,0,6
"2017","Septiembre","Sonora",0,1,5
"2017","Septiembre","Tabasco",0,0,1
"2017","Septiembre","Tamaulipas",1,0,7
"2017","Septiembre","Tlaxcala",0,0,3
"2017","Septiembre","Veracruz de Ignacio de la Llave",0,0,14
"2017","Septiembre","Yucatán",0,0,6
"2017","Septiembre","Zacatecas",0,0,1
"2017","Septiembre","No especificado",-,-,-
"2017","Octubre","Aguascalientes",0,0,1
"2017","Octubre","Baja California",0,0,7
"2017","Octubre","Baja California Sur",0,0,1
"2017","Octubre","Campeche",0,0,0
"2017","Octubre","Coahuila de Zaragoza",0,1,5
"2017","Octubre","Colima",0,0,1
"2017","Octubre","Chiapas",0,0,2
"2017","Octubre","Chihuahua",0,0,4
"2017","Octubre","Ciudad de México",15,46,469
"2017","Octubre","Durango",0,0,1
"2017","Octubre","Guanajuato",1,0,19
"2017","Octubre","Guerrero",0,0,1
"2017","Octubre","Hidalgo",0,0,3
"2017","Octubre","Jalisco",0,5,77
"2017","Octubre","México",0,3,96
"2017","Octubre","Michoacán de Ocampo",0,0,28
"2017","Octubre","Morelos",0,4,13
"2017","Octubre","Nayarit",0,0,0
"2017","Octubre","Nuevo León",1,6,37
"2017","Octubre","Oaxaca",0,0,10
"2017","Octubre","Puebla",0,4,19
"2017","Octubre","Querétaro de Árteaga",0,5,29
"2017","Octubre","Quintana Roo",0,1,14
"2017","Octubre","San Luis Potosí",1,1,5
"2017","Octubre","Sinaloa",0,0,13
"2017","Octubre","Sonora",0,0,5
"2017","Octubre","Tabasco",0,0,3
"2017","Octubre","Tamaulipas",0,0,10
"2017","Octubre","Tlaxcala",0,0,3
"2017","Octubre","Veracruz de Ignacio de la Llave",0,0,11
"2017","Octubre","Yucatán",0,0,9
"2017","Octubre","Zacatecas",0,0,1
"2017","Octubre","No especificado",-,-,-
"2017","Noviembre","Aguascalientes",0,0,7
"2017","Noviembre","Baja California",0,0,8
"2017","Noviembre","Baja California Sur",0,0,2
"2017","Noviembre","Campeche",0,0,2
"2017","Noviembre","Coahuila de Zaragoza",0,1,10
"2017","Noviembre","Colima",0,0,3
"2017","Noviembre","Chiapas",0,0,0
"2017","Noviembre","Chihuahua",0,0,4
"2017","Noviembre","Ciudad de México",24,63,317
"2017","Noviembre","Durango",0,0,2
"2017","Noviembre","Guanajuato",0,4,15
"2017","Noviembre","Guerrero",0,0,0
"2017","Noviembre","Hidalgo",0,0,16
"2017","Noviembre","Jalisco",1,6,55
"2017","Noviembre","México",1,5,126
"2017","Noviembre","Michoacán de Ocampo",0,0,21
"2017","Noviembre","Morelos",0,6,12
"2017","Noviembre","Nayarit",0,0,2
"2017","Noviembre","Nuevo León",1,8,45
"2017","Noviembre","Oaxaca",0,0,10
"2017","Noviembre","Puebla",0,3,27
"2017","Noviembre","Querétaro de Árteaga",2,3,37
"2017","Noviembre","Quintana Roo",0,2,5
"2017","Noviembre","San Luis Potosí",0,1,3
"2017","Noviembre","Sinaloa",1,0,9
"2017","Noviembre","Sonora",0,0,5
"2017","Noviembre","Tabasco",0,0,1
"2017","Noviembre","Tamaulipas",0,0,4
"2017","Noviembre","Tlaxcala",0,0,5
"2017","Noviembre","Veracruz de Ignacio de la Llave",0,1,18
"2017","Noviembre","Yucatán",0,1,7
"2017","Noviembre","Zacatecas",1,0,2
"2017","Noviembre","No especificado",-,-,-
"2017","Diciembre","Aguascalientes",0,0,4
"2017","Diciembre","Baja California",0,0,15
"2017","Diciembre","Baja California Sur",0,0,2
"2017","Diciembre","Campeche",0,0,1
"2017","Diciembre","Coahuila de Zaragoza",0,1,39
"2017","Diciembre","Colima",0,0,4
"2017","Diciembre","Chiapas",0,0,2
"2017","Diciembre","Chihuahua",0,0,14
"2017","Diciembre","Ciudad de México",3,58,495
"2017","Diciembre","Durango",0,0,0
"2017","Diciembre","Guanajuato",0,6,32
"2017","Diciembre","Guerrero",0,0,3
"2017","Diciembre","Hidalgo",0,0,16
"2017","Diciembre","Jalisco",3,7,130
"2017","Diciembre","México",1,6,168
"2017","Diciembre","Michoacán de Ocampo",0,0,74
"2017","Diciembre","Morelos",0,3,19
"2017","Diciembre","Nayarit",0,0,0
"2017","Diciembre","Nuevo León",1,10,51
"2017","Diciembre","Oaxaca",0,0,11
"2017","Diciembre","Puebla",1,2,26
"2017","Diciembre","Querétaro de Árteaga",0,3,37
"2017","Diciembre","Quintana Roo",0,2,7
"2017","Diciembre","San Luis Potosí",1,1,9
"2017","Diciembre","Sinaloa",0,0,17
"2017","Diciembre","Sonora",0,2,13
"2017","Diciembre","Tabasco",0,0,2
"2017","Diciembre","Tamaulipas",0,0,15
"2017","Diciembre","Tlaxcala",0,0,6
"2017","Diciembre","Veracruz de Ignacio de la Llave",0,0,20
"2017","Diciembre","Yucatán",0,2,6
"2017","Diciembre","Zacatecas",0,0,0
"2017","Diciembre","No especificado",-,-,-
"2018","Enero","Aguascalientes",0,0,6
"2018","Enero","Baja California",0,0,12
"2018","Enero","Baja California Sur",0,0,1
"2018","Enero","Campeche",0,0,0
"2018","Enero","Coahuila de Zaragoza",0,2,14
"2018","Enero","Colima",0,0,7
"2018","Enero","Chiapas",0,0,1
"2018","Enero","Chihuahua",0,0,12
"2018","Enero","Ciudad de México",5,46,289
"2018","Enero","Durango",0,0,2
"2018","Enero","Guanajuato",0,4,24
"2018","Enero","Guerrero",0,0,0
"2018","Enero","Hidalgo",0,0,15
"2018","Enero","Jalisco",1,8,70
"2018","Enero","México",0,6,133
"2018","Enero","Michoacán de Ocampo",0,1,32
"2018","Enero","Morelos",0,1,13
"2018","Enero","Nayarit",0,0,0
"2018","Enero","Nuevo León",1,9,34
"2018","Enero","Oaxaca",0,0,17
"2018","Enero","Puebla",0,2,29
"2018","Enero","Querétaro de Árteaga",0,1,24
"2018","Enero","Quintana Roo",0,3,11
"2018","Enero","San Luis Potosí",0,2,7
"2018","Enero","Sinaloa",0,0,8
"2018","Enero","Sonora",0,0,4
"2018","Enero","Tabasco",0,0,7
"2018","Enero","Tamaulipas",0,0,11
"2018","Enero","Tlaxcala",0,0,8
"2018","Enero","Veracruz de Ignacio de la Llave",0,2,23
"2018","Enero","Yucatán",0,2,10
"2018","Enero","Zacatecas",0,0,3
"2018","Enero","No especificado",4,0,74
"2018","Febrero","Aguascalientes",0,0,12
"2018","Febrero","Baja California",0,0,9
"2018","Febrero","Baja California Sur",0,0,2
"2018","Febrero","Campeche",0,0,3
"2018","Febrero","Coahuila de Zaragoza",0,0,14
"2018","Febrero","Colima",0,0,9
"2018","Febrero","Chiapas",0,0,5
"2018","Febrero","Chihuahua",0,0,10
"2018","Febrero","Ciudad de México",4,66,391
"2018","Febrero","Durango",0,0,6
"2018","Febrero","Guanajuato",0,3,36
"2018","Febrero","Guerrero",0,0,1
"2018","Febrero","Hidalgo",0,0,8
"2018","Febrero","Jalisco",0,8,93
"2018","Febrero","México",0,8,161
"2018","Febrero","Michoacán de Ocampo",0,0,37
"2018","Febrero","Morelos",0,4,19
"2018","Febrero","Nayarit",0,0,0
"2018","Febrero","Nuevo León",0,8,45
"2018","Febrero","Oaxaca",0,0,30
"2018","Febrero","Puebla",0,4,36
"2018","Febrero","Querétaro de Árteaga",0,3,39
"2018","Febrero","Quintana Roo",0,1,6
"2018","Febrero","San Luis Potosí",0,4,17
"2018","Febrero","Sinaloa",0,0,20
"2018","Febrero","Sonora",0,1,9
"2018","Febrero","Tabasco",0,0,3
"2018","Febrero","Tamaulipas",0,0,19
"2018","Febrero","Tlaxcala",0,0,4
"2018","Febrero","Veracruz de Ignacio de la Llave",0,2,29
"2018","Febrero","Yucatán",0,5,12
"2018","Febrero","Zacatecas",0,0,6
"2018","Febrero","No especificado",12,0,85
"2018","Marzo","Aguascalientes",0,0,9
"2018","Marzo","Baja California",0,0,16
"2018","Marzo","Baja California Sur",0,0,2
"2018","Marzo","Campeche",0,0,0
"2018","Marzo","Coahuila de Zaragoza",0,0,19
"2018","Marzo","Colima",0,0,8
"2018","Marzo","Chiapas",0,0,3
"2018","Marzo","Chihuahua",0,0,12
"2018","Marzo","Ciudad de México",4,114,350
"2018","Marzo","Durango",0,0,4
"2018","Marzo","Guanajuato",0,2,22
"2018","Marzo","Guerrero",0,0,7
"2018","Marzo","Hidalgo",0,0,11
"2018","Marzo","Jalisco",4,22,100
"2018","Marzo","México",0,12,209
"2018","Marzo","Michoacán de Ocampo",0,7,42
"2018","Marzo","Morelos",0,9,18
"2018","Marzo","Nayarit",0,0,0
"2018","Marzo","Nuevo León",0,8,45
"2018","Marzo","Oaxaca",0,1,15
"2018","Marzo","Puebla",0,0,27
"2018","Marzo","Querétaro de Árteaga",1,5,26
"2018","Marzo","Quintana Roo",0,1,5
"2018","Marzo","San Luis Potosí",0,0,20
"2018","Marzo","Sinaloa",0,0,19
"2018","Marzo","Sonora",0,0,5
"2018","Marzo","Tabasco",0,0,5
"2018","Marzo","Tamaulipas",0,0,13
"2018","Marzo","Tlaxcala",0,0,11
"2018","Marzo","Veracruz de Ignacio de la Llave",0,1,32
"2018","Marzo","Yucatán",0,3,14
"2018","Marzo","Zacatecas",0,0,7
"2018","Marzo","No especificado",10,0,30
"2018","Abril","Aguascalientes",0,0,9
"2018","Abril","Baja California",0,1,10
"2018","Abril","Baja California Sur",0,0,4
"2018","Abril","Campeche",0,0,2
"2018","Abril","Coahuila de Zaragoza",0,1,33
"2018","Abril","Colima",0,0,7
"2018","Abril","Chiapas",0,0,1
"2018","Abril","Chihuahua",0,0,10
"2018","Abril","Ciudad de México",3,94,416
"2018","Abril","Durango",0,0,6
"2018","Abril","Guanajuato",0,5,24
"2018","Abril","Guerrero",0,0,5
"2018","Abril","Hidalgo",0,0,22
"2018","Abril","Jalisco",0,19,91
"2018","Abril","México",0,13,195
"2018","Abril","Michoacán de Ocampo",0,1,55
"2018","Abril","Morelos",0,3,20
"2018","Abril","Nayarit",0,0,2
"2018","Abril","Nuevo León",0,11,33
"2018","Abril","Oaxaca",0,0,33
"2018","Abril","Puebla",0,6,22
"2018","Abril","Querétaro de Árteaga",0,7,17
"2018","Abril","Quintana Roo",0,5,10
"2018","Abril","San Luis Potosí",0,3,12
"2018","Abril","Sinaloa",0,1,14
"2018","Abril","Sonora",0,6,10
"2018","Abril","Tabasco",0,0,1
"2018","Abril","Tamaulipas",0,0,14
"2018","Abril","Tlaxcala",0,0,4
"2018","Abril","Veracruz de Ignacio de la Llave",0,0,34
"2018","Abril","Yucatán",0,5,15
"2018","Abril","Zacatecas",0,0,4
"2018","Abril","No especificado",18,0,46
"2018","Mayo","Aguascalientes",0,0,4
"2018","Mayo","Baja California",0,2,14
"2018","Mayo","Baja California Sur",0,0,7
"2018","Mayo","Campeche",0,0,8
"2018","Mayo","Coahuila de Zaragoza",0,2,24
"2018","Mayo","Colima",0,0,5
"2018","Mayo","Chiapas",0,0,6
"2018","Mayo","Chihuahua",0,0,14
"2018","Mayo","Ciudad de México",3,108,455
"2018","Mayo","Durango",0,0,6
"2018","Mayo","Guanajuato",0,4,38
"2018","Mayo","Guerrero",0,0,2
"2018","Mayo","Hidalgo",0,0,15
"2018","Mayo","Jalisco",0,21,125
"2018","Mayo","México",1,7,185
"2018","Mayo","Michoacán de Ocampo",0,5,52
"2018","Mayo","Morelos",0,3,34
"2018","Mayo","Nayarit",0,0,0
"2018","Mayo","Nuevo León",3,16,40
"2018","Mayo","Oaxaca",0,0,32
"2018","Mayo","Puebla",2,5,32
"2018","Mayo","Querétaro de Árteaga",0,6,20
"2018","Mayo","Quintana Roo",0,4,14
"2018","Mayo","San Luis Potosí",0,2,13
"2018","Mayo","Sinaloa",0,1,17
"2018","Mayo","Sonora",0,1,15
"2018","Mayo","Tabasco",0,0,3
"2018","Mayo","Tamaulipas",0,0,11
"2018","Mayo","Tlaxcala",0,0,5
"2018","Mayo","Veracruz de Ignacio de la Llave",0,1,30
"2018","Mayo","Yucatán",0,1,7
"2018","Mayo","Zacatecas",0,0,2
"2018","Mayo","No especificado",7,0,48
"2018","Junio","Aguascalientes",0,0,9
"2018","Junio","Baja California",0,3,8
"2018","Junio","Baja California Sur",0,0,6
"2018","Junio","Campeche",0,0,6
"2018","Junio","Coahuila de Zaragoza",0,5,11
"2018","Junio","Colima",0,0,7
"2018","Junio","Chiapas",0,0,4
"2018","Junio","Chihuahua",0,3,9
"2018","Junio","Ciudad de México",5,75,481
"2018","Junio","Durango",0,0,6
"2018","Junio","Guanajuato",0,4,26
"2018","Junio","Guerrero",0,0,6
"2018","Junio","Hidalgo",0,0,13
"2018","Junio","Jalisco",0,26,96
"2018","Junio","México",0,12,177
"2018","Junio","Michoacán de Ocampo",0,3,69
"2018","Junio","Morelos",0,5,34
"2018","Junio","Nayarit",0,0,0
"2018","Junio","Nuevo León",0,8,66
"2018","Junio","Oaxaca",0,0,26
"2018","Junio","Puebla",0,3,14
"2018","Junio","Querétaro de Árteaga",0,1,32
"2018","Junio","Quintana Roo",0,2,9
"2018","Junio","San Luis Potosí",0,3,23
"2018","Junio","Sinaloa",0,6,20
"2018","Junio","Sonora",0,7,12
"2018","Junio","Tabasco",0,0,3
"2018","Junio","Tamaulipas",0,0,14
"2018","Junio","Tlaxcala",0,0,4
"2018","Junio","Veracruz de Ignacio de la Llave",0,0,29
"2018","Junio","Yucatán",0,3,20
"2018","Junio","Zacatecas",0,0,4
"2018","Junio","No especificado",14,0,159
"2018","Julio","Aguascalientes",0,0,13
"2018","Julio","Baja California",0,3,17
"2018","Julio","Baja California Sur",0,0,1
"2018","Julio","Campeche",0,0,3
"2018","Julio","Coahuila de Zaragoza",0,1,6
"2018","Julio","Colima",0,0,8
"2018","Julio","Chiapas",0,0,7
"2018","Julio","Chihuahua",0,0,16
"2018","Julio","Ciudad de México",6,56,407
"2018","Julio","Durango",0,0,3
"2018","Julio","Guanajuato",1,1,30
"2018","Julio","Guerrero",0,0,3
"2018","Julio","Hidalgo",0,1,9
"2018","Julio","Jalisco",1,7,74
"2018","Julio","México",0,9,193
"2018","Julio","Michoacán de Ocampo",0,2,43
"2018","Julio","Morelos",1,5,25
"2018","Julio","Nayarit",0,0,0
"2018","Julio","Nuevo León",2,4,59
"2018","Julio","Oaxaca",0,0,32
"2018","Julio","Puebla",0,4,20
"2018","Julio","Querétaro de Árteaga",1,13,41
"2018","Julio","Quintana Roo",0,2,12
"2018","Julio","San Luis Potosí",0,1,13
"2018","Julio","Sinaloa",0,1,18
"2018","Julio","Sonora",0,1,11
"2018","Julio","Tabasco",0,0,4
"2018","Julio","Tamaulipas",0,0,11
"2018","Julio","Tlaxcala",0,0,2
"2018","Julio","Veracruz de Ignacio de la Llave",0,0,20
"2018","Julio","Yucatán",0,2,8
"2018","Julio","Zacatecas",0,0,4
"2018","Julio","No especificado",1,0,0
"2018","Agosto","Aguascalientes",0,0,5
"2018","Agosto","Baja California",0,0,17
"2018","Agosto","Baja California Sur",0,0,4
"2018","Agosto","Campeche",0,0,1
"2018","Agosto","Coahuila de Zaragoza",0,0,12
"2018","Agosto","Colima",0,0,8
"2018","Agosto","Chiapas",0,0,1
"2018","Agosto","Chihuahua",0,0,11
"2018","Agosto","Ciudad de México",9,7,423
"2018","Agosto","Durango",0,0,6
"2018","Agosto","Guanajuato",0,0,37
"2018","Agosto","Guerrero",0,0,4
"2018","Agosto","Hidalgo",0,0,17
"2018","Agosto","Jalisco",1,2,91
"2018","Agosto","México",0,6,235
"2018","Agosto","Michoacán de Ocampo",0,2,30
"2018","Agosto","Morelos",0,0,13
"2018","Agosto","Nayarit",0,0,1
"2018","Agosto","Nuevo León",0,3,65
"2018","Agosto","Oaxaca",0,0,39
"2018","Agosto","Puebla",1,0,47
"2018","Agosto","Querétaro de Árteaga",2,0,31
"2018","Agosto","Quintana Roo",0,0,8
"2018","Agosto","San Luis Potosí",0,0,15
"2018","Agosto","Sinaloa",0,0,23
"2018","Agosto","Sonora",0,0,19
"2018","Agosto","Tabasco",0,1,9
"2018","Agosto","Tamaulipas",0,0,12
"2018","Agosto","Tlaxcala",0,0,2
"2018","Agosto","Veracruz de Ignacio de la Llave",0,0,28
"2018","Agosto","Yucatán",0,0,27
"2018","Agosto","Zacatecas",0,0,2
"2018","Agosto","No especificado",0,0,0
"2018","Septiembre","Aguascalientes",0,0,16
"2018","Septiembre","Baja California",0,2,24
"2018","Septiembre","Baja California Sur",0,0,3
"2018","Septiembre","Campeche",0,0,3
"2018","Septiembre","Coahuila de Zaragoza",1,1,18
"2018","Septiembre","Colima",0,0,9
"2018","Septiembre","Chiapas",0,0,2
"2018","Septiembre","Chihuahua",0,0,12
"2018","Septiembre","Ciudad de México",5,53,526
"2018","Septiembre","Durango",0,0,7
"2018","Septiembre","Guanajuato",0,4,39
"2018","Septiembre","Guerrero",0,0,5
"2018","Septiembre","Hidalgo",0,0,21
"2018","Septiembre","Jalisco",1,11,141
"2018","Septiembre","México",0,17,297
"2018","Septiembre","Michoacán de Ocampo",0,1,48
"2018","Septiembre","Morelos",0,7,20
"2018","Septiembre","Nayarit",0,0,1
"2018","Septiembre","Nuevo León",1,14,64
"2018","Septiembre","Oaxaca",0,0,26
"2018","Septiembre","Puebla",0,4,40
"2018","Septiembre","Querétaro de Árteaga",0,7,36
"2018","Septiembre","Quintana Roo",0,3,13
"2018","Septiembre","San Luis Potosí",0,2,22
"2018","Septiembre","Sinaloa",0,0,27
"2018","Septiembre","Sonora",1,0,9
"2018","Septiembre","Tabasco",0,0,10
"2018","Septiembre","Tamaulipas",0,0,16
"2018","Septiembre","Tlaxcala",0,0,10
"2018","Septiembre","Veracruz de Ignacio de la Llave",0,0,31
"2018","Septiembre","Yucatán",0,1,23
"2018","Septiembre","Zacatecas",0,0,4
"2018","Septiembre","No especificado",0,0,0
"2018","Octubre","Aguascalientes",2,0,15
"2018","Octubre","Baja California",0,0,14
"2018","Octubre","Baja California Sur",0,0,8
"2018","Octubre","Campeche",0,0,3
"2018","Octubre","Coahuila de Zaragoza",0,0,16
"2018","Octubre","Colima",0,0,7
"2018","Octubre","Chiapas",0,0,4
"2018","Octubre","Chihuahua",2,0,46
"2018","Octubre","Ciudad de México",7,66,488
"2018","Octubre","Durango",2,0,4
"2018","Octubre","Guanajuato",0,0,52
"2018","Octubre","Guerrero",0,0,7
"2018","Octubre","Hidalgo",0,1,28
"2018","Octubre","Jalisco",3,8,156
"2018","Octubre","México",0,11,246
"2018","Octubre","Michoacán de Ocampo",0,0,62
"2018","Octubre","Morelos",0,3,27
"2018","Octubre","Nayarit",1,0,1
"2018","Octubre","Nuevo León",2,10,45
"2018","Octubre","Oaxaca",0,0,32
"2018","Octubre","Puebla",1,1,49
"2018","Octubre","Querétaro de Árteaga",0,5,37
"2018","Octubre","Quintana Roo",0,0,11
"2018","Octubre","San Luis Potosí",0,2,23
"2018","Octubre","Sinaloa",0,1,20
"2018","Octubre","Sonora",0,0,18
"2018","Octubre","Tabasco",0,0,6
"2018","Octubre","Tamaulipas",0,0,7
"2018","Octubre","Tlaxcala",0,0,7
"2018","Octubre","Veracruz de Ignacio de la Llave",0,0,25
"2018","Octubre","Yucatán",0,4,12
"2018","Octubre","Zacatecas",0,0,6
"2018","Octubre","No especificado",0,0,0
"2018","Noviembre","Aguascalientes",0,0,14
"2018","Noviembre","Baja California",2,5,13
"2018","Noviembre","Baja California Sur",0,0,7
"2018","Noviembre","Campeche",0,0,5
"2018","Noviembre","Coahuila de Zaragoza",0,3,26
"2018","Noviembre","Colima",0,0,10
"2018","Noviembre","Chiapas",0,0,4
"2018","Noviembre","Chihuahua",0,1,18
"2018","Noviembre","Ciudad de México",8,64,511
"2018","Noviembre","Durango",0,0,8
"2018","Noviembre","Guanajuato",1,4,65
"2018","Noviembre","Guerrero",0,0,8
"2018","Noviembre","Hidalgo",0,3,18
"2018","Noviembre","Jalisco",3,9,151
"2018","Noviembre","México",1,8,264
"2018","Noviembre","Michoacán de Ocampo",0,1,99
"2018","Noviembre","Morelos",0,4,30
"2018","Noviembre","Nayarit",0,0,0
"2018","Noviembre","Nuevo León",1,8,74
"2018","Noviembre","Oaxaca",0,0,31
"2018","Noviembre","Puebla",0,4,59
"2018","Noviembre","Querétaro de Árteaga",0,9,64
"2018","Noviembre","Quintana Roo",0,0,10
"2018","Noviembre","San Luis Potosí",0,2,21
"2018","Noviembre","Sinaloa",0,0,30
"2018","Noviembre","Sonora",0,0,22
"2018","Noviembre","Tabasco",0,0,9
"2018","Noviembre","Tamaulipas",0,0,14
"2018","Noviembre","Tlaxcala",0,0,8
"2018","Noviembre","Veracruz de Ignacio de la Llave",0,1,31
"2018","Noviembre","Yucatán",0,2,8
"2018","Noviembre","Zacatecas",0,0,7
"2018","Noviembre","No especificado",0,0,0
"2018","Diciembre","Aguascalientes",0,0,14
"2018","Diciembre","Baja California",1,1,23
"2018","Diciembre","Baja California Sur",0,0,10
"2018","Diciembre","Campeche",0,0,4
"2018","Diciembre","Coahuila de Zaragoza",0,1,30
"2018","Diciembre","Colima",0,0,12
"2018","Diciembre","Chiapas",0,0,6
"2018","Diciembre","Chihuahua",0,0,23
"2018","Diciembre","Ciudad de México",7,76,629
"2018","Diciembre","Durango",0,0,3
"2018","Diciembre","Guanajuato",2,3,44
"2018","Diciembre","Guerrero",0,0,4
"2018","Diciembre","Hidalgo",0,2,25
"2018","Diciembre","Jalisco",5,11,218
"2018","Diciembre","México",2,13,357
"2018","Diciembre","Michoacán de Ocampo",2,1,134
"2018","Diciembre","Morelos",0,3,34
"2018","Diciembre","Nayarit",0,0,3
"2018","Diciembre","Nuevo León",3,19,82
"2018","Diciembre","Oaxaca",0,0,36
"2018","Diciembre","Puebla",2,9,57
"2018","Diciembre","Querétaro de Árteaga",0,5,57
"2018","Diciembre","Quintana Roo",1,1,16
"2018","Diciembre","San Luis Potosí",0,0,20
"2018","Diciembre","Sinaloa",0,6,33
"2018","Diciembre","Sonora",1,1,14
"2018","Diciembre","Tabasco",0,0,11
"2018","Diciembre","Tamaulipas",0,0,11
"2018","Diciembre","Tlaxcala",0,0,6
"2018","Diciembre","Veracruz de Ignacio de la Llave",0,1,33
"2018","Diciembre","Yucatán",1,0,18
"2018","Diciembre","Zacatecas",1,0,5
"2018","Diciembre","No especificado",0,0,0
"2019","Enero","Aguascalientes",0,0,17
"2019","Enero","Baja California",0,3,19
"2019","Enero","Baja California Sur",0,0,7
"2019","Enero","Campeche",0,0,1
"2019","Enero","Coahuila de Zaragoza",0,2,28
"2019","Enero","Colima",0,0,9
"2019","Enero","Chiapas",0,0,6
"2019","Enero","Chihuahua",0,0,21
"2019","Enero","Ciudad de México",13,89,535
"2019","Enero","Durango",0,0,7
"2019","Enero","Guanajuato",6,8,65
"2019","Enero","Guerrero",0,0,5
"2019","Enero","Hidalgo",0,1,24
"2019","Enero","Jalisco",16,13,148
"2019","Enero","México",1,19,265
"2019","Enero","Michoacán de Ocampo",2,4,84
"2019","Enero","Morelos",1,4,26
"2019","Enero","Nayarit",0,0,2
"2019","Enero","Nuevo León",2,18,53
"2019","Enero","Oaxaca",0,0,41
"2019","Enero","Puebla",4,12,62
"2019","Enero","Querétaro de Árteaga",4,7,42
"2019","Enero","Quintana Roo",1,2,12
"2019","Enero","San Luis Potosí",0,0,16
"2019","Enero","Sinaloa",0,3,28
"2019","Enero","Sonora",0,2,14
"2019","Enero","Tabasco",0,0,13
"2019","Enero","Tamaulipas",0,0,14
"2019","Enero","Tlaxcala",0,0,3
"2019","Enero","Veracruz de Ignacio de la Llave",0,1,23
"2019","Enero","Yucatán",0,3,13
"2019","Enero","Zacatecas",0,0,5
"2019","Enero","No especificado",0,0,0
"2019","Febrero","Aguascalientes",0,0,17
"2019","Febrero","Baja California",0,1,25
"2019","Febrero","Baja California Sur",0,0,7
"2019","Febrero","Campeche",0,0,2
"2019","Febrero","Coahuila de Zaragoza",0,3,9
"2019","Febrero","Colima",0,0,8
"2019","Febrero","Chiapas",0,0,3
"2019","Febrero","Chihuahua",0,0,17
"2019","Febrero","Ciudad de México",17,74,382
"2019","Febrero","Durango",0,0,2
"2019","Febrero","Guanajuato",1,4,44
"2019","Febrero","Guerrero",0,0,4
"2019","Febrero","Hidalgo",0,2,8
"2019","Febrero","Jalisco",5,16,107
"2019","Febrero","México",1,7,276
"2019","Febrero","Michoacán de Ocampo",0,1,54
"2019","Febrero","Morelos",0,11,14
"2019","Febrero","Nayarit",0,0,2
"2019","Febrero","Nuevo León",2,8,62
"2019","Febrero","Oaxaca",1,0,23
"2019","Febrero","Puebla",1,13,38
"2019","Febrero","Querétaro de Árteaga",2,8,37
"2019","Febrero","Quintana Roo",0,2,16
"2019","Febrero","San Luis Potosí",0,2,12
"2019","Febrero","Sinaloa",0,0,15
"2019","Febrero","Sonora",0,1,15
"2019","Febrero","Tabasco",0,0,16
"2019","Febrero","Tamaulipas",0,0,12
"2019","Febrero","Tlaxcala",0,0,3
"2019","Febrero","Veracruz de Ignacio de la Llave",0,2,23
"2019","Febrero","Yucatán",0,0,13
"2019","Febrero","Zacatecas",0,0,4
"2019","Febrero","No especificado",0,0,0
"2019","Marzo","Aguascalientes",0,0,11
"2019","Marzo","Baja California",0,2,35
"2019","Marzo","Baja California Sur",0,0,10
"2019","Marzo","Campeche",0,0,1
"2019","Marzo","Coahuila de Zaragoza",0,1,25
"2019","Marzo","Colima",0,0,13
"2019","Marzo","Chiapas",0,0,9
